Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,Safety_Rating,Units_Sold_2024,Warranty_Years
598,mercedesbenz,eqb,2022,flow batteries,147.8,160,vehicletogrid v2g,6.1,8946811,sky blue,ITALY,3.0,4.0,4306,3
599,kia,soul ev,2017,nickelmetal hydride,64.7,106,ultrafast charging 350 kw,1.1,12958029,brown,IRELAND,3.0,3.0,14055,3
600,gmc,hummer ev pickup,2023,nickelmetal hydride,52.4,492,ccs,10.4,14931085,forest green,VIETNAM,5.0,5.0,16460,5
601,porsche,macan ev,2024,flow batteries,102.5,217,ccs,2.0,3460397,metallic silver,SWEDEN,4.0,4.0,13346,5
602,subaru,solterra,2018,sodiumion,75.4,131,vehicletogrid v2g,7.9,665148,bronze,ARGENTINA,2.0,3.0,5955,3
603,tesla,model s,2025,lithiumtitanate,61.8,246,vehicletoload v2l,3.7,10278262,brown,NORWAY,3.0,3.0,447,5
604,lamborghini,revuelto phev,2020,sodiumion,116.4,285,overhead pantograph charging,3.2,6311363,matte blue,INDIA,2.0,5.0,3943,3
605,jeep,grand cherokee 4xe phev,2018,lithiumtitanate,78.0,150,dc fast charging dcfc,11.3,10428124,magenta,NEW ZEALAND,1.0,3.0,6281,4
606,lamborghini,lanzador upcoming ev,2023,sodiumion,136.3,329,ccs,11.0,3812502,tan,SOUTH AFRICA,4.0,4.0,4224,4
607,chevrolet,equinox ev,2015,magnesiumion,146.4,197,plugin hydrogen refueling,6.2,9389638,graphite gray,CHINA,4.0,4.0,19897,4
608,rivian,r1t,2015,nickelmetal hydride,94.3,403,level 1 charging,10.6,12487763,sunset orange,TURKEY,4.0,4.0,8798,5
609,jaguar,ipace,2018,lithiumion,89.4,249,level 2 charging,7.9,14304552,bronze,ITALY,0.0,3.0,17517,3
610,tesla,roadster upcoming,2020,flow batteries,98.7,288,mobile charging,1.5,11465541,matte gray,SPAIN,3.0,3.0,341,4
611,volvo,ex30,2017,lithiumsulfur,146.3,375,ccs,8.8,11257385,ruby red,SPAIN,5.0,4.0,7229,4
612,toyota,bz4x,2024,flow batteries,125.0,485,plugin hydrogen refueling,2.3,5780678,volcanic yellow,VIETNAM,3.0,3.0,5770,3
613,ferrari,roma phev,2017,flow batteries,56.7,258,nacs,10.7,1280999,sky blue,IRELAND,1.0,5.0,13189,3
614,renault,5 etech,2015,zincair,33.0,296,level 1 charging,1.8,3162625,titanium,JAPAN,1.5,5.0,19648,3
615,vinfast,vf 6,2016,leadacid,115.7,273,dc fast charging dcfc,2.8,8765105,matte green,MALAYSIA,2.0,3.0,17810,5
616,toyota,lexus ux 300e,2023,solidstate,22.8,122,ccs,6.8,4230793,titanium,INDONESIA,1.0,4.0,13996,4
617,ford,etransit,2025,lithiumsulfur,49.4,550,plugin hydrogen refueling,8.4,11578214,orange,RUSSIA,0.0,4.0,11708,3
618,gmc,hummer ev suv,2016,sodiumion,140.0,570,dc fast charging dcfc,10.8,10254077,midnight black,VIETNAM,4.0,5.0,9881,5
619,canoo,pickup,2020,aluminumion,33.5,569,vehicletoload v2l,8.1,14194582,cobalt blue,CHINA,1.0,3.0,12799,4
620,renault,kangoo etech,2016,solidstate,95.1,591,battery swapping,2.2,6876641,gray,NORWAY,2.0,5.0,13564,5
621,vinfast,vf 8,2017,magnesiumion,142.7,571,ultrafast charging 350 kw,4.9,9592071,matte white,SAUDI ARABIA,4.0,5.0,13822,5
622,ferrari,ferrari ev 2025,2018,lithiumtitanate,31.3,285,level 1 charging,2.8,13207141,turquoise,UNITED ARAB EMIRATES,1.0,4.0,11447,4
623,opel,corsae,2019,nickelmanganesecobalt,38.7,536,vehicletogrid v2g,3.3,12933862,blue,ITALY,1.0,5.0,863,5
624,zeekr,zeekr 009,2015,lithiumtitanate,33.8,397,dc fast charging dcfc,6.0,10127108,pearl white,GERMANY,1.0,3.0,18650,4
625,ford,f150 lightning,2022,lithiumtitanate,38.2,370,solar charging,5.9,11670689,candy apple red,USA,1.0,5.0,5687,5
626,mercedesbenz,eqc,2021,calciumion,75.1,585,vehicletohome v2h,6.9,12954219,matte green,TURKEY,1.0,3.0,17088,4
627,volkswagen,idbuzz,2018,nickelcobaltaluminum,100.5,212,plugin hydrogen refueling,2.6,11951949,matte gray,IRELAND,5.0,5.0,13274,4
628,mercedesbenz,eqc,2020,flow batteries,75.1,238,ccs,1.7,735242,navy blue,MEXICO,3.333333333333333,3.0,6943,5
629,tesla,model x,2018,leadacid,46.2,575,level 2 charging,3.3,4020472,matte green,SINGAPORE,1.6666666666666665,3.0,10308,3
630,subaru,solterra,2020,magnesiumion,56.7,303,inductive wireless charging,4.1,7687696,teal,ITALY,0.0,5.0,3309,5
631,faraday future,ff 91,2015,zincair,123.5,344,level 2 charging,3.8,4818454,sunset orange,UK,0.0,3.0,4615,5
632,mercedesbenz,eqe suv,2022,magnesiumion,37.1,248,overhead pantograph charging,7.7,14281694,silver,INDIA,4.0,5.0,16302,3
633,faraday future,ff 91,2017,magnesiumion,133.2,380,dc fast charging dcfc,6.2,8457694,pearl white,CZECH REPUBLIC,2.0,3.0,5871,5
634,opel,mokkae,2019,nickelmanganesecobalt,147.2,490,vehicletohome v2h,8.0,4685367,orange,SINGAPORE,2.0,5.0,4226,4
635,byd,atto 3,2024,sodiumion,68.6,449,vehicletogrid v2g,6.3,6153929,sky blue,JAPAN,5.0,5.0,18376,3
636,ford,mustang mache,2019,nickelcobaltaluminum,40.6,304,dc fast charging dcfc,3.1,13489907,lime green,UK,3.0,4.0,3575,3
637,porsche,taycan,2021,magnesiumion,76.3,305,mobile charging,1.2,7109083,gun metal,RUSSIA,5.0,3.0,17861,3
638,great wall motors,ora good cat,2025,lithiumiron phosphate,61.6,116,plugin hydrogen refueling,1.2,12702403,burgundy,VIETNAM,1.0,5.0,13858,4
639,honda,honda e discontinued,2017,solidstate,38.4,240,plugin hydrogen refueling,1.4,13485311,candy apple red,INDONESIA,5.0,3.0,3029,4
640,pininfarina,battista,2017,lithiumiron phosphate,65.4,314,vehicletoload v2l,6.0,11265966,pearl white,VIETNAM,5.0,5.0,19566,3
641,audi,a6 etron upcoming,2024,nickelmetal hydride,62.1,521,mobile charging,0.7,13758013,charcoal,RUSSIA,0.0,4.0,17062,5
642,tesla,model y,2017,flow batteries,78.4,596,ccs,0.9,1194849,metallic silver,INDONESIA,1.0,3.0,6263,5
643,ferrari,sf90 stradale phev,2020,calciumion,67.3,254,solar charging,6.3,13413098,ice silver,RUSSIA,3.0,5.0,13954,5
644,citroen,ëspacetourer,2016,aluminumion,42.9,319,overhead pantograph charging,2.5,10138702,matte white,VIETNAM,5.0,4.0,3251,3
645,faraday future,ff 91,2016,flow batteries,22.1,577,vehicletogrid v2g,1.7,11999324,sapphire blue,SAUDI ARABIA,5.0,3.0,9499,4
646,rivian,r1t,2022,leadacid,69.5,200,vehicletoload v2l,11.4,7207364,burgundy,AUSTRALIA,5.0,3.0,12276,3
647,mg,mg5 ev,2019,aluminumion,105.6,257,vehicletogrid v2g,8.2,3049891,tan,JAPAN,4.5,5.0,19659,4
648,pininfarina,battista,2024,nickelcobaltaluminum,51.4,598,plugin hydrogen refueling,2.7,10733212,titanium,SOUTH KOREA,4.0,4.0,5692,4
649,rimac,nevera,2021,lithiumiron phosphate,32.9,510,chademo,6.3,10577293,burgundy,THAILAND,5.0,3.0,10564,3
650,hyundai,kona electric,2015,nickelcobaltaluminum,21.5,494,chademo,0.8,11490911,green,SINGAPORE,5.0,5.0,11734,3
651,polestar,polestar 3,2019,lithiumiron phosphate,89.6,225,plugin hydrogen refueling,9.4,10911092,bronze,UK,5.0,3.0,3635,4
652,cadillac,lyriq,2016,nickelmetal hydride,56.7,558,nacs,1.6,8930941,turquoise,SWITZERLAND,3.0,4.0,2500,3
653,skoda,enyaq coupe,2021,aluminumion,60.8,565,vehicletohome v2h,9.8,5157677,white,NORWAY,5.0,4.0,11233,4
654,great wall motors,ora ballet cat,2024,leadacid,20.7,367,battery swapping,11.2,5314143,black,SAUDI ARABIA,5.0,4.0,3761,3
655,nissan,ariya,2017,lithiumiron phosphate,30.8,454,chademo,3.6,8778898,green,BRAZIL,5.0,4.0,14288,5
656,xpeng,g6,2019,nickelmetal hydride,45.7,533,battery swapping,11.6,4234735,burgundy,ISRAEL,1.0,4.0,13885,5
657,peugeot,e3008,2020,zincair,34.0,296,vehicletogrid v2g,2.8,7234986,emerald green,CHINA,0.0,4.0,9616,5
658,canoo,mpdv,2023,sodiumion,71.8,158,nacs,9.8,8152642,midnight black,BRAZIL,1.0,4.0,4007,3
659,rimac,nevera,2020,lithiumiron phosphate,80.5,507,mobile charging,10.8,9739687,beige,CZECH REPUBLIC,4.0,5.0,19919,5
660,audi,a6 etron upcoming,2025,nickelcobaltaluminum,108.7,322,mobile charging,9.9,5377805,blue,RUSSIA,2.0,3.0,19707,4
661,jeep,recon upcoming,2018,zincair,22.8,109,level 1 charging,11.0,641239,titanium,THAILAND,2.5,4.0,533,3
662,great wall motors,ora good cat,2021,lithiumtitanate,59.1,262,overhead pantograph charging,5.1,9677402,purple,RUSSIA,3.0,4.0,3978,4
663,gmc,hummer ev pickup,2015,lithiumiron phosphate,26.2,105,chademo,1.7,6874308,ice silver,VIETNAM,0.0,4.0,17614,3
664,seat,avenger,2019,aluminumion,122.0,156,level 2 charging,11.4,3900506,pink,FINLAND,3.0,3.0,19118,4
665,jaguar,ipace,2020,calciumion,39.2,399,vehicletogrid v2g,7.8,11018823,matte black,SOUTH AFRICA,3.0,4.0,15817,3
666,hyundai,ioniq 6,2019,lithiumtitanate,30.8,385,ultrafast charging 350 kw,8.1,11823219,electric blue,CHINA,1.5,5.0,7082,4
667,canoo,pickup,2018,nickelmanganesecobalt,33.6,206,mobile charging,9.2,6741905,sunset orange,SWEDEN,0.0,4.0,12634,4
668,gmc,hummer ev pickup,2021,lithiumiron phosphate,28.9,316,nacs,8.4,14417935,matte green,FRANCE,0.5,3.0,543,4
669,porsche,panamera ev,2015,nickelmanganesecobalt,106.0,331,overhead pantograph charging,3.6,14123133,green,BRAZIL,1.0,4.0,1741,4
670,toyota,lexus rz,2016,lithiumion,104.3,474,vehicletogrid v2g,2.7,5273396,midnight black,IRELAND,4.0,5.0,1634,5
671,polestar,polestar 2,2018,solidstate,26.9,118,battery swapping,3.2,9385581,bronze,AUSTRIA,5.0,3.0,7205,5
672,canoo,mpdv,2019,nickelmanganesecobalt,46.7,502,inductive wireless charging,4.5,6455911,gun metal,CZECH REPUBLIC,0.0,5.0,15622,5
673,subaru,solterra,2017,sodiumion,108.6,185,nacs,4.3,8462596,white,NEW ZEALAND,0.0,3.0,5594,5
674,citroen,ëc4,2024,sodiumion,146.0,398,level 1 charging,6.1,5970125,orange,JAPAN,4.0,3.0,17212,5
675,mercedesbenz,eqe,2016,solidstate,59.6,476,mobile charging,5.7,1181778,matte white,SPAIN,2.0,4.0,11554,4
676,dacia,bigster ev upcoming,2023,magnesiumion,106.3,542,vehicletoload v2l,1.8,1122941,volcanic yellow,GERMANY,3.5,3.0,11704,4
677,nissan,leaf,2024,lithiumtitanate,110.5,320,overhead pantograph charging,2.9,4071288,beige,FRANCE,5.0,4.0,17265,3
678,honda,honda e discontinued,2020,aluminumion,63.1,401,vehicletogrid v2g,11.4,6314966,metallic silver,JAPAN,5.0,4.0,14910,5
679,vinfast,vf 8,2019,solidstate,146.0,355,chademo,5.9,4802733,copper,FINLAND,1.0,4.0,510,4
680,chevrolet,bolt euv,2019,calciumion,97.1,127,vehicletoload v2l,4.0,8163874,lime green,USA,3.0,5.0,18374,3
681,hyundai,ioniq 6,2017,lithiumtitanate,45.6,399,dc fast charging dcfc,3.8,338564,teal,BELGIUM,5.0,3.0,8560,4
682,cadillac,celestiq,2017,zincair,76.7,548,mobile charging,9.8,4670116,navy blue,DENMARK,3.0,3.0,9743,5
683,acura,zdx with gm ultium,2023,nickelmetal hydride,68.9,548,vehicletogrid v2g,1.6,9318857,ice silver,HUNGARY,5.0,4.0,15287,4
684,li auto,mega,2015,aluminumion,92.7,590,vehicletogrid v2g,1.5,4687027,magenta,BELGIUM,2.0,5.0,9612,3
685,citroen,ëspacetourer,2017,nickelcobaltaluminum,107.1,336,vehicletohome v2h,10.2,4015909,bronze,FRANCE,0.0,5.0,10856,3
686,jaguar,ipace,2018,leadacid,38.7,479,vehicletoload v2l,2.1,13740628,emerald green,SWEDEN,2.0,4.0,6576,3
687,audi,etron,2017,zincair,134.4,366,ccs,3.3,4243284,black,TURKEY,0.0,4.0,6030,3
688,maserati,granturismo folgore,2024,flow batteries,77.1,436,ccs,5.5,10634366,midnight black,SWEDEN,5.0,5.0,17913,3
689,great wall motors,ora lightning cat,2019,lithiumsulfur,106.8,591,vehicletoload v2l,4.7,6302176,beige,FRANCE,3.0,3.0,18488,4
690,tesla,cybertruck,2019,lithiumion,103.9,557,vehicletohome v2h,1.0,13884701,gray,AUSTRALIA,3.0,4.0,16404,5
691,rivian,r1s,2023,nickelcobaltaluminum,86.7,189,chademo,4.5,11630509,pink,AUSTRALIA,1.0,4.0,12908,3
692,genesis,g80 electric,2021,nickelmanganesecobalt,98.8,192,battery swapping,2.0,6888919,matte blue,BRAZIL,3.0,4.0,5215,3
693,kia,soul ev,2022,aluminumion,108.3,265,ultrafast charging 350 kw,11.8,12702666,volcanic yellow,BELGIUM,2.5,4.0,13764,3
694,bmw,ix1,2019,solidstate,24.9,483,dc fast charging dcfc,5.6,7491865,emerald green,GERMANY,2.0,3.0,18801,5
695,lucid motors,lucid air,2019,nickelmanganesecobalt,76.9,246,ultrafast charging 350 kw,2.8,4945075,platinum,SOUTH AFRICA,1.0,4.0,3152,3
696,chevrolet,bolt euv,2015,sodiumion,120.7,390,dc fast charging dcfc,4.4,11188334,volcanic yellow,SOUTH AFRICA,1.0,4.0,11681,5
697,lamborghini,revuelto phev,2016,nickelmanganesecobalt,75.6,292,dc fast charging dcfc,7.0,4526309,matte black,POLAND,1.0,4.0,17712,4
698,nissan,leaf,2019,aluminumion,127.7,299,overhead pantograph charging,1.3,1345768,copper,CHINA,1.0,5.0,10231,4
699,gmc,hummer ev pickup,2023,lithiumtitanate,135.9,398,vehicletoload v2l,11.3,14819207,ruby red,GERMANY,0.5,3.0,4564,3
700,lamborghini,lanzador upcoming ev,2025,aluminumion,134.2,220,vehicletoload v2l,1.3,14375971,sapphire blue,JAPAN,0.0,5.0,2640,5
701,great wall motors,ora good cat,2019,lithiumtitanate,25.4,118,vehicletoload v2l,6.3,10804044,brown,NEW ZEALAND,1.0,4.0,6428,5
702,cadillac,celestiq,2025,flow batteries,115.9,382,vehicletoload v2l,1.1,12188178,ice silver,ITALY,3.0,3.0,12049,4
703,lucid motors,lucid gravity,2021,aluminumion,27.5,218,dc fast charging dcfc,7.3,5725511,racing red,SAUDI ARABIA,0.0,3.0,2510,3
704,volkswagen,id6,2017,lithiumsulfur,25.7,279,ultrafast charging 350 kw,12.0,4556595,cream,NEW ZEALAND,5.0,5.0,6745,4
705,dacia,bigster ev upcoming,2018,nickelmanganesecobalt,112.7,582,overhead pantograph charging,9.5,6512201,ruby red,BELGIUM,2.0,3.0,1769,4
706,li auto,mega,2019,solidstate,46.5,170,ultrafast charging 350 kw,4.0,9635588,orange,ARGENTINA,1.0,4.0,14868,3
707,nissan,ariya,2015,lithiumsulfur,56.1,296,solar charging,10.0,401392,bronze,FINLAND,0.0,3.0,7354,3
708,nio,et9,2025,nickelcobaltaluminum,89.2,438,solar charging,0.9,12155956,black,IRELAND,2.0,5.0,7095,3
709,pininfarina,battista,2021,magnesiumion,114.8,476,level 2 charging,9.8,963953,volcanic yellow,CZECH REPUBLIC,4.0,5.0,17003,4
710,mercedesbenz,eqs suv,2022,lithiumtitanate,149.0,221,chademo,10.9,6368402,sky blue,PORTUGAL,3.5,4.0,18713,4
711,chevrolet,equinox ev,2019,sodiumion,54.9,228,level 1 charging,1.9,9821293,purple,SPAIN,3.0,4.0,1212,4
712,great wall motors,ora ballet cat,2023,lithiumiron phosphate,73.1,396,dc fast charging dcfc,3.7,10323942,purple,CHINA,2.0,4.0,4168,3
713,acura,zdx with gm ultium,2017,calciumion,100.3,125,ultrafast charging 350 kw,1.8,3462021,sky blue,TURKEY,4.0,3.0,1992,5
714,honda,honda prologue,2015,flow batteries,129.8,534,overhead pantograph charging,6.7,3536797,forest green,BRAZIL,3.5,3.0,7765,3
715,rimac,nevera,2025,nickelcobaltaluminum,29.3,318,solar charging,2.1,6918487,burgundy,ARGENTINA,3.0,4.0,1020,3
716,byd,han ev,2019,aluminumion,39.5,402,level 1 charging,1.7,5537756,purple,TURKEY,5.0,4.0,7040,4
717,jeep,wrangler 4xe phev,2025,lithiumtitanate,39.5,490,dc fast charging dcfc,11.5,14503502,crimson red,SINGAPORE,4.0,5.0,3972,5
718,faraday future,ff 91,2024,nickelmanganesecobalt,105.7,366,vehicletohome v2h,4.1,5340283,matte green,CZECH REPUBLIC,2.0,4.0,7565,4
719,rimac,nevera,2018,nickelmanganesecobalt,115.3,550,vehicletogrid v2g,4.7,7223815,graphite gray,CHINA,5.0,4.0,7528,5
720,canoo,lifestyle vehicle,2023,lithiumiron phosphate,120.9,308,chademo,7.5,12550271,pink,HUNGARY,3.0,3.0,18874,4
721,acura,zdx with gm ultium,2017,aluminumion,79.0,185,ccs,5.3,12186115,cosmic purple,NEW ZEALAND,1.0,3.0,5470,3
722,volkswagen,id7,2023,aluminumion,70.5,316,overhead pantograph charging,2.0,11363144,forest green,CZECH REPUBLIC,2.0,5.0,19947,5
723,kia,soul ev,2016,lithiumtitanate,139.7,586,vehicletohome v2h,11.0,10569984,racing red,VIETNAM,3.0,5.0,19318,5
724,hyundai,ioniq 5,2015,zincair,97.1,445,vehicletohome v2h,4.9,8263044,graphite gray,ISRAEL,0.0,3.0,18485,5
725,lotus,evija,2023,calciumion,140.6,246,mobile charging,4.9,12087603,charcoal,JAPAN,5.0,4.0,17011,4
726,ferrari,ferrari ev 2025,2020,solidstate,65.2,184,ccs,3.8,8839629,crimson red,NETHERLANDS,2.0,3.0,9130,3
727,kia,niro ev,2023,calciumion,86.1,186,level 1 charging,7.4,347694,matte white,SAUDI ARABIA,0.0,4.0,6656,4
728,ferrari,roma phev,2022,leadacid,36.4,332,solar charging,11.1,11595011,rose gold,CANADA,3.0,4.0,4483,4
729,renault,megane etech,2020,magnesiumion,30.3,506,ultrafast charging 350 kw,8.9,6925389,graphite gray,MEXICO,5.0,3.0,10315,3
730,zeekr,zeekr 001,2023,sodiumion,44.8,385,level 2 charging,11.4,10527421,forest green,ITALY,1.0,3.0,15876,3
731,renault,kangoo etech,2019,nickelmetal hydride,45.8,548,dc fast charging dcfc,11.4,13285882,racing red,SWITZERLAND,1.5,3.0,5836,3
732,li auto,l9,2024,nickelcobaltaluminum,102.0,220,overhead pantograph charging,6.1,10883292,midnight black,POLAND,2.0,5.0,12851,5
733,fisker,pear upcoming,2019,solidstate,48.5,593,solar charging,5.3,8366075,forest green,VIETNAM,2.5,3.0,11389,5
734,xpeng,g6,2022,calciumion,124.6,350,vehicletogrid v2g,8.4,3347551,bronze,TURKEY,3.0,4.0,10407,4
735,xpeng,p5,2021,nickelcobaltaluminum,53.9,127,battery swapping,6.1,5627378,emerald green,JAPAN,3.0,5.0,6756,5
736,jaguar,ipace,2017,zincair,90.2,586,level 1 charging,9.7,4083033,cosmic purple,MEXICO,4.0,4.0,6896,4
737,maserati,grecale folgore,2017,calciumion,89.6,540,ultrafast charging 350 kw,3.8,493685,turquoise,MEXICO,4.0,3.0,656,5
738,kia,ev9,2022,lithiumion,40.4,254,level 1 charging,3.1,1226894,forest green,JAPAN,0.0,4.0,4298,5
739,toyota,bz4x,2016,solidstate,85.6,460,vehicletogrid v2g,0.7,11911824,matte white,IRELAND,0.0,3.0,19847,4
740,vinfast,vf 8,2021,leadacid,116.7,254,battery swapping,5.8,4196151,ruby red,SINGAPORE,2.0,4.0,18382,4
741,great wall motors,ora lightning cat,2023,leadacid,51.8,108,vehicletoload v2l,8.9,14417489,stealth gray,SAUDI ARABIA,3.0,4.0,7605,4
742,byd,dolphin,2024,solidstate,103.6,270,chademo,9.8,14709809,yellow,UNITED ARAB EMIRATES,3.0,4.0,13211,5
743,great wall motors,ora ballet cat,2024,magnesiumion,50.2,492,vehicletoload v2l,3.4,6737459,pink,SWEDEN,4.0,3.0,8786,5
744,rivian,edv electric delivery van,2022,leadacid,85.0,591,ultrafast charging 350 kw,4.2,11506418,graphite gray,UNITED ARAB EMIRATES,5.0,5.0,2539,4
745,volkswagen,id2all,2015,nickelmetal hydride,87.6,162,nacs,2.8,1343699,orange,JAPAN,3.0,4.0,4583,5
746,lamborghini,lanzador upcoming ev,2021,lithiumion,58.6,322,solar charging,8.8,13562714,bronze,SOUTH AFRICA,2.0,4.0,17145,5
747,rivian,edv electric delivery van,2020,leadacid,98.6,341,vehicletohome v2h,2.9,6962126,racing red,ITALY,5.0,4.0,13641,3
748,ford,explorer ev europe,2016,lithiumion,60.5,196,inductive wireless charging,8.5,9452778,pink,FRANCE,4.5,4.0,18322,3
749,fisker,ocean,2018,lithiumsulfur,56.9,566,vehicletogrid v2g,7.2,6669004,sapphire blue,THAILAND,4.0,3.0,19419,3
750,kia,niro ev,2019,nickelmetal hydride,54.2,152,chademo,9.7,10047805,navy blue,INDIA,4.0,5.0,15512,3
751,mercedesbenz,eqc,2018,lithiumiron phosphate,31.9,511,chademo,2.1,8705568,white,HUNGARY,4.0,4.0,13939,5
752,great wall motors,ora lightning cat,2019,leadacid,118.8,223,plugin hydrogen refueling,4.8,7626358,aurora blue,BRAZIL,4.0,4.0,19837,3
753,mercedesbenz,eqa,2017,calciumion,76.8,326,vehicletoload v2l,8.5,6006468,orange,UNITED ARAB EMIRATES,5.0,4.0,11982,4
754,opel,grandland electric,2020,lithiumtitanate,75.1,415,inductive wireless charging,4.9,5148067,racing red,USA,2.0,4.0,10170,4
755,kia,ev6,2019,leadacid,139.8,410,battery swapping,0.9,6299417,aurora blue,THAILAND,1.0,5.0,1875,5
756,canoo,lifestyle vehicle,2022,zincair,102.2,351,nacs,5.9,13499242,stealth gray,SAUDI ARABIA,0.0,5.0,5019,5
757,peugeot,e2008,2017,solidstate,74.5,533,ccs,1.1,10649738,blue,HUNGARY,2.5,3.0,546,4
758,skoda,enyaq coupe,2017,aluminumion,148.2,469,overhead pantograph charging,6.4,14286542,cream,INDONESIA,5.0,5.0,4833,5
759,toyota,bz4x,2017,nickelmanganesecobalt,25.8,411,inductive wireless charging,8.4,7911018,emerald green,USA,4.0,5.0,2821,5
760,changan,sl03,2016,aluminumion,31.8,473,dc fast charging dcfc,2.6,10093782,black,NETHERLANDS,1.0,5.0,8084,4
761,skoda,elroq upcoming,2018,lithiumtitanate,118.3,167,solar charging,1.1,11470968,midnight black,PORTUGAL,3.0,3.0,8939,3
762,porsche,panamera ev,2019,lithiumtitanate,77.1,147,vehicletoload v2l,4.6,7363358,navy blue,SOUTH AFRICA,5.0,5.0,12637,3
763,maserati,grecale folgore,2021,sodiumion,104.0,449,solar charging,2.9,11395846,graphite gray,UNITED ARAB EMIRATES,2.0,4.0,7151,4
764,honda,eny1,2016,leadacid,105.6,195,vehicletoload v2l,2.1,10041849,turquoise,SINGAPORE,4.0,3.0,11759,3
765,mercedesbenz,eqs suv,2022,sodiumion,63.8,562,ccs,2.7,7296054,pearl white,AUSTRALIA,0.0,5.0,18873,5
766,zeekr,zeekr 007,2022,calciumion,51.7,470,overhead pantograph charging,7.4,8790691,cream,POLAND,2.0,5.0,3534,4
767,zeekr,zeekr 009,2024,nickelcobaltaluminum,97.1,183,nacs,11.1,13639143,ice silver,SOUTH AFRICA,4.0,4.0,1762,3
768,subaru,solterra,2020,nickelmanganesecobalt,71.5,335,level 1 charging,8.1,5404878,midnight black,POLAND,1.0,3.0,8019,3
769,skoda,elroq upcoming,2020,lithiumion,82.1,276,ccs,5.9,11241437,ice silver,SWITZERLAND,5.0,3.0,3139,4
770,volkswagen,id5,2017,nickelcobaltaluminum,120.5,559,solar charging,9.9,11764465,brown,IRELAND,0.0,5.0,881,3
771,cadillac,lyriq,2018,sodiumion,67.1,356,level 1 charging,7.5,12020214,red,AUSTRIA,2.5,4.0,3042,4
772,nio,et9,2021,nickelmetal hydride,57.0,298,vehicletoload v2l,0.9,14502153,tan,NORWAY,5.0,3.0,11347,5
773,renault,megane etech,2025,calciumion,72.6,513,level 1 charging,2.4,4544874,graphite gray,INDIA,0.0,4.0,13843,3
774,subaru,solterra,2019,lithiumtitanate,102.4,409,vehicletohome v2h,6.3,12372042,cosmic purple,MEXICO,2.0,4.0,17423,4
775,skoda,enyaq,2017,lithiumion,63.8,578,battery swapping,2.8,12754021,volcanic yellow,AUSTRALIA,3.0,4.0,15081,4
776,bmw,ix1,2025,sodiumion,52.8,272,solar charging,9.3,3282364,bronze,NORWAY,3.0,5.0,1167,5
777,jaguar,ipace,2015,leadacid,116.0,227,nacs,1.5,4134871,volcanic yellow,SWEDEN,3.0,4.0,7998,5
778,canoo,mpdv,2024,nickelmanganesecobalt,25.3,267,overhead pantograph charging,0.9,10312242,volcanic yellow,FRANCE,5.0,5.0,9895,4
779,xpeng,p7,2017,lithiumtitanate,53.4,434,dc fast charging dcfc,10.1,8201223,orange,DENMARK,2.0,3.0,1600,4
780,ferrari,roma phev,2018,magnesiumion,141.6,240,nacs,3.7,11057276,gun metal,THAILAND,5.0,4.0,6787,3
781,vinfast,vf 9,2025,nickelmetal hydride,55.7,336,mobile charging,1.6,5697897,cosmic purple,HUNGARY,4.0,4.0,19264,4
782,acura,zdx with gm ultium,2023,nickelcobaltaluminum,81.8,385,level 1 charging,4.4,6835714,platinum,MALAYSIA,5.0,3.0,12781,4
783,xpeng,p7,2025,calciumion,94.3,140,vehicletoload v2l,7.0,714359,electric blue,SOUTH AFRICA,2.0,4.0,968,3
784,gmc,hummer ev pickup,2024,sodiumion,93.4,312,level 1 charging,9.1,6406652,racing red,RUSSIA,3.0,5.0,4046,3
785,xpeng,g6,2018,solidstate,94.2,191,nacs,9.3,14812593,cream,UNITED ARAB EMIRATES,1.0,4.0,11900,5
786,kia,ev6,2023,leadacid,89.2,215,plugin hydrogen refueling,6.2,8566967,platinum,MALAYSIA,1.0,4.0,10946,4
787,genesis,gv70 electric,2025,aluminumion,32.8,397,vehicletogrid v2g,11.7,7923526,emerald green,GERMANY,1.0,3.0,19646,5
788,renault,kangoo etech,2015,sodiumion,99.3,185,vehicletoload v2l,8.4,14422153,black,IRELAND,5.0,3.0,5288,4
789,byd,seagull,2018,nickelmetal hydride,81.4,464,inductive wireless charging,4.2,6515783,black,SWITZERLAND,3.0,3.0,5795,4
790,mg,mg zs ev,2024,calciumion,63.1,571,nacs,3.3,11664555,red,USA,5.0,4.0,12626,3
791,vinfast,vf 9,2019,aluminumion,113.1,161,level 1 charging,5.5,12933046,blue,CZECH REPUBLIC,5.0,5.0,16762,5
792,genesis,g80 electric,2021,magnesiumion,36.1,174,battery swapping,9.2,9957744,burgundy,CANADA,2.0,3.0,15813,3
793,honda,eny1,2020,flow batteries,110.2,334,vehicletoload v2l,9.2,12083767,pink,CZECH REPUBLIC,2.0,5.0,9020,5
794,chevrolet,bolt euv,2017,leadacid,57.5,213,overhead pantograph charging,7.0,11565638,magenta,NETHERLANDS,2.0,4.0,5060,5
795,faraday future,ff 91,2017,zincair,58.0,296,battery swapping,7.8,3336056,electric blue,ISRAEL,4.0,5.0,16935,4
796,great wall motors,ora ballet cat,2017,sodiumion,103.7,400,mobile charging,6.5,7535745,champagne,NETHERLANDS,3.0,3.0,2121,4
