Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,CO2_Emissions_g_per_km,Safety_Rating,Units_Sold_2024,Warranty_Years
523,Renault,5 E-Tech,2020,Calcium-ion,92.1,191,Inductive (Wireless) Charging,0.7,131145.77,Yellow,Germany,1.0,0.0,3.0,11088,3
524,Subaru,Solterra,2018,Sodium-ion,125.2,438,NACS,11.3,147252.22,Sapphire Blue,Vietnam,0.0,,3.0,6214,3
525,Maserati,GranTurismo Folgore,2020,Sodium-ion,97.9,600,Ultra-Fast Charging (350 kW+),11.1,121569.88,Matte Blue,Denmark,2.0,0.0,3.0,9177,3
526,MG,MG ES5,2018,Lithium-titanate,30.6,340,DC Fast Charging (DCFC),2.4,76573.9,Ruby Red,Turkey,4.0,0.0,4.0,17218,5
527,Great Wall Motors,ORA Ballet Cat,2022,Nickel-manganese-cobalt,54.9,305,Level 2 Charging,2.9,137386.16,Candy Apple Red,Belgium,2.0,0.0,3.0,12258,4
528,Lamborghini,Revuelto (PHEV),2017,Magnesium-ion,30.9,327,Overhead Pantograph Charging,3.1,34937.15,Graphite Gray,Finland,3.0,0.0,4.0,10388,4
529,NIO,ET5,2017,Nickel-manganese-cobalt,50.4,430,DC Fast Charging (DCFC),4.6,39890.22,Titanium,Turkey,5.0,,3.0,3224,3
530,Audi,Q4 e-tron,2015,Lead-acid,46.0,200,Mobile Charging,3.4,119425.36,Navy Blue,Portugal,4.0,0.0,5.0,17797,4
531,Tesla,Model X,2019,Calcium-ion,65.1,306,Plug-in Hydrogen Refueling,10.0,120936.73,White,New Zealand,1.0,0.0,5.0,6877,4
532,Volvo,EX90,2022,Sodium-ion,122.9,260,Inductive (Wireless) Charging,5.4,143031.57,Tan,Switzerland,4.0,,3.0,10012,5
533,Tesla,Model Y,2025,Calcium-ion,66.1,215,Vehicle-to-Grid (V2G),5.4,120315.14,Stealth Gray,Saudi Arabia,4.0,,3.0,5036,4
534,Ferrari,Ferrari EV (2025+),2024,Aluminum-ion,99.0,543,Plug-in Hydrogen Refueling,11.8,54504.55,Cream,China,1.0,0.0,4.0,9982,3
535,Mercedes-Benz,EQS,2025,Lead-acid,43.1,523,Vehicle-to-Load (V2L),0.8,53879.85,Beige,Czech Republic,2.0,0.0,,1882,4
536,Lotus,Eletre,2017,Sodium-ion,131.8,310,Plug-in Hydrogen Refueling,2.3,43289.27,Matte White,Indonesia,0.0,0.0,3.0,4257,3
537,Subaru,Solterra,2025,Nickel-manganese-cobalt,40.6,394,Solar Charging,7.3,90297.0,Sky Blue,Australia,0.0,0.0,4.0,19819,3
538,Lotus,Emeya,2024,Aluminum-ion,83.8,336,Level 2 Charging,9.0,64549.41,Sunset Orange,Brazil,5.0,0.0,3.0,13600,3
539,Porsche,Cayenne Electric (upcoming),2022,Nickel-cobalt-aluminum,138.4,193,CCS,5.0,143482.48,Forest Green,Netherlands,5.0,0.0,3.0,7119,4
540,Li Auto,L7,2020,Solid-state,118.2,358,Mobile Charging,5.2,49780.69,Electric Blue,Turkey,,,5.0,15135,4
541,Pininfarina,Battista,2018,Nickel-cobalt-aluminum,24.9,228,CCS,8.7,46377.67,Lime Green,Australia,0.0,,5.0,14343,3
542,Great Wall Motors,ORA Lightning Cat,2017,Nickel-metal hydride,129.0,410,CCS,2.5,44898.17,Racing Red,Thailand,5.0,0.0,3.0,14439,4
543,Porsche,Macan EV,2015,Aluminum-ion,107.8,210,Vehicle-to-Home (V2H),8.5,130380.14,Cobalt Blue,South Africa,5.0,0.0,5.0,10103,4
544,BMW,iX1,2015,Lithium-ion,120.4,492,Inductive (Wireless) Charging,11.2,74957.36,Forest Green,Denmark,,0.0,4.0,6296,5
545,Mini,Mini Electric,2018,Aluminum-ion,32.6,527,NACS,8.8,35281.5,Graphite Gray,France,2.0,0.0,3.0,17750,4
546,Zeekr,Zeekr 001,2018,Lithium-iron phosphate,33.8,265,NACS,0.7,108479.13,White,India,1.0,,5.0,12090,3
547,Audi,e-tron GT,2021,Lithium-sulfur,119.8,355,CCS,8.7,124951.17,Rose Gold,Singapore,0.0,0.0,5.0,12732,5
548,Opel,Grandland Electric,2017,Sodium-ion,42.8,489,Mobile Charging,11.7,109964.47,Red,Mexico,,0.0,5.0,7616,5
549,Jeep,Wrangler 4xe (PHEV),2018,Lithium-ion,100.1,559,CCS,4.1,118549.59,Stealth Gray,Belgium,0.0,,3.0,4969,4
550,Rivian,EDV (Electric Delivery Van),2015,Lithium-iron phosphate,140.0,406,Vehicle-to-Home (V2H),9.0,69442.78,Bronze,Hungary,0.0,0.0,5.0,9452,3
551,Volvo,EX30,2020,Lithium-iron phosphate,46.8,127,Ultra-Fast Charging (350 kW+),9.7,113553.37,Crimson Red,Ireland,4.0,0.0,3.0,2117,4
552,Audi,e-tron GT,2015,Flow batteries,149.0,580,Inductive (Wireless) Charging,1.9,50841.1,Matte Gray,Switzerland,0.0,0.0,3.0,6472,3
553,Zeekr,Zeekr X,2024,Lithium-iron phosphate,59.4,395,Vehicle-to-Home (V2H),11.6,54168.12,Burgundy,New Zealand,,0.0,3.0,15424,4
554,Zeekr,Zeekr 007,2017,Calcium-ion,144.0,346,Level 1 Charging,9.3,81287.67,Green,Poland,1.0,0.0,4.0,15192,4
555,Changan,Deepal S07,2021,Lead-acid,98.8,136,Mobile Charging,2.1,86311.02,Charcoal,Denmark,,0.0,4.0,16103,4
556,Li Auto,MEGA,2020,Nickel-cobalt-aluminum,83.6,428,DC Fast Charging (DCFC),5.2,34659.23,Orange,India,1.0,,4.0,11422,5
557,Dacia,Bigster EV (upcoming),2025,Lithium-titanate,67.9,129,Plug-in Hydrogen Refueling,11.2,118279.7,Forest Green,New Zealand,,0.0,5.0,925,5
558,Mini,Mini Aceman,2017,Lithium-sulfur,98.7,583,CHAdeMO,3.4,102257.92,Lime Green,Netherlands,,0.0,4.0,13030,5
559,Jeep,Wrangler 4xe (PHEV),2023,Aluminum-ion,44.5,316,NACS,10.0,60344.55,Magenta,Turkey,5.0,0.0,5.0,13487,5
560,Hyundai,Kona Electric,2025,Zinc-air,121.0,276,CHAdeMO,3.6,55143.07,Racing Red,Thailand,0.0,0.0,3.0,3174,3
561,Opel,Grandland Electric,2021,Lead-acid,74.2,247,Vehicle-to-Grid (V2G),2.5,74958.17,Cosmic Purple,Italy,1.0,0.0,5.0,6965,3
562,Lucid Motors,Lucid Air,2017,Magnesium-ion,118.7,232,Vehicle-to-Grid (V2G),5.6,139556.57,Yellow,Netherlands,,,3.0,11211,3
563,Jeep,Grand Cherokee 4xe (PHEV),2022,Nickel-manganese-cobalt,107.5,151,Level 1 Charging,1.2,120215.84,White,Israel,0.0,,3.0,12309,5
564,Lotus,Emeya,2022,Nickel-manganese-cobalt,118.4,409,Vehicle-to-Grid (V2G),4.4,111823.2,Pink,Hungary,2.0,0.0,3.0,11666,4
565,Faraday Future,FF 91,2015,Nickel-manganese-cobalt,133.2,305,CHAdeMO,0.8,44747.34,Matte Black,Portugal,1.0,0.0,5.0,15571,5
566,Li Auto,L8,2015,Flow batteries,144.5,516,Mobile Charging,0.7,73224.67,Silver,Hungary,1.0,0.0,5.0,2666,4
567,Zeekr,Zeekr 007,2025,Calcium-ion,110.9,151,Plug-in Hydrogen Refueling,3.9,53409.23,Charcoal,South Africa,5.0,0.0,3.0,9874,5
568,Lamborghini,Lanzador (upcoming EV),2017,Aluminum-ion,78.0,159,Vehicle-to-Load (V2L),8.1,58908.19,Electric Blue,Netherlands,5.0,0.0,5.0,957,3
569,Rimac,Nevera,2019,Lithium-iron phosphate,113.5,440,Vehicle-to-Load (V2L),11.4,110472.15,Lime Green,Italy,5.0,0.0,,10905,3
570,Ferrari,Ferrari EV (2025+),2016,Flow batteries,64.6,566,Plug-in Hydrogen Refueling,8.0,124209.83,Rose Gold,Vietnam,1.0,0.0,3.0,2920,4             
571,Peugeot,e-2008,2016,Zinc-air,67.8,536,Mobile Charging,11.5,99230.02,White,Poland,,0.0,4.0,10474,4
572,Faraday Future,FF 91,2023,Flow batteries,98.2,213,CCS,5.0,94595.15,Sunset Orange,Hungary,,0.0,4.0,14935,3
573,Cadillac,Celestiq,2017,Lithium-titanate,106.5,510,Level 2 Charging,7.4,67066.97,Ice Silver,Canada,5.0,0.0,3.0,16220,4
574,Dacia,Bigster EV (upcoming),2015,Magnesium-ion,63.3,523,Inductive (Wireless) Charging,10.3,142131.95,Crimson Red,South Korea,1.0,0.0,4.0,5216,3
575,Lamborghini,Lanzador (upcoming EV),2020,Nickel-cobalt-aluminum,108.1,278,Plug-in Hydrogen Refueling,5.0,93341.33,Copper,Czech Republic,1.0,0.0,3.0,4289,4
576,Citroen,Ami,2015,Calcium-ion,141.5,255,Vehicle-to-Home (V2H),8.0,99258.89,Candy Apple Red,New Zealand,1.0,0.0,3.0,299,4
577,Renault,Megane E-Tech,2025,Magnesium-ion,148.5,175,Plug-in Hydrogen Refueling,11.4,81253.33,Titanium,Netherlands,0.0,0.0,3.0,3845,5
578,Genesis,GV80 Electric,2024,Nickel-cobalt-aluminum,146.1,421,Plug-in Hydrogen Refueling,3.3,44256.31,Cream,Russia,4.0,0.0,4.0,2936,4
579,Canoo,MPDV,2021,Lithium-sulfur,102.2,327,Overhead Pantograph Charging,0.6,43995.32,Orange,Russia,4.0,0.0,5.0,15712,4
580,Seat,Avenger,2024,Nickel-metal hydride,69.9,430,Vehicle-to-Grid (V2G),3.9,45028.37,Purple,China,4.0,,3.0,12903,5
581,Canoo,MPDV,2023,Nickel-manganese-cobalt,28.3,528,CCS,9.2,54895.65,Lime Green,Canada,4.0,0.0,,14654,4
582,Jaguar,I-PACE,2017,Zinc-air,46.8,182,DC Fast Charging (DCFC),7.0,132174.01,Silver,UK,4.0,0.0,3.0,13862,5
583,Tesla,Model 3,2019,Lithium-ion,143.0,365,Solar Charging,8.1,83390.43,Matte Green,Russia,4.0,0.0,5.0,17636,5
584,Rivian,EDV (Electric Delivery Van),2016,Flow batteries,126.6,221,Level 2 Charging,2.7,65965.11,Titanium,Switzerland,4.0,0.0,4.0,4210,5
585,GMC,Hummer EV SUV,2016,Lead-acid,53.1,295,NACS,5.1,39990.49,Gold,Vietnam,1.0,0.0,,8827,5
586,Seat,Avenger,2020,Zinc-air,105.5,520,NACS,5.3,48418.97,Burgundy,Vietnam,4.0,0.0,5.0,3604,5
587,Lamborghini,Lanzador (upcoming EV),2016,Sodium-ion,103.2,285,Mobile Charging,9.4,47559.56,Cobalt Blue,Austria,0.0,0.0,4.0,3440,3
588,Porsche,Panamera EV,2024,Calcium-ion,124.9,148,Overhead Pantograph Charging,8.6,133847.8,Matte Gray,Portugal,0.0,,4.0,5920,4
589,Faraday Future,FF 91,2022,Zinc-air,36.6,104,CHAdeMO,8.1,47120.42,Matte Green,Portugal,,0.0,5.0,8162,5
590,Cadillac,Celestiq,2022,Nickel-metal hydride,77.1,281,Vehicle-to-Home (V2H),6.3,63098.76,Brown,South Africa,1.0,0.0,4.0,13320,4
591,Hyundai,Kona Electric,2016,Lithium-titanate,51.2,147,NACS,7.1,40150.21,Copper,United Arab Emirates,0.0,0.0,5.0,4470,4
592,Mahindra,XUV400,2021,Lithium-ion,100.1,566,Level 1 Charging,8.7,114311.01,Racing Red,Brazil,5.0,0.0,5.0,19962,3
593,Cadillac,Celestiq,2017,Flow batteries,140.9,491,Ultra-Fast Charging (350 kW+),2.5,74046.11,Gray,Turkey,0.0,0.0,4.0,3710,4
594,Skoda,Enyaq,2023,Calcium-ion,119.6,160,Solar Charging,3.9,65225.4,Electric Blue,USA,4.0,0.0,5.0,16892,3
595,Changan,Q05,2022,Lithium-ion,66.2,415,Vehicle-to-Home (V2H),4.3,72467.13,White,Brazil,1.0,0.0,,14116,4
596,Lucid Motors,Lucid Air,2023,Lead-acid,136.8,310,CCS,11.0,30829.25,Navy Blue,Spain,3.0,0.0,3.0,17577,4
597,Kia,EV9,2025,Calcium-ion,77.1,171,Overhead Pantograph Charging,9.1,30697.23,Cosmic Purple,Denmark,,0.0,4.0,10853,3
598,Mercedes-Benz,EQB,2022,Flow batteries,147.8,160,Vehicle-to-Grid (V2G),6.1,89468.11,Sky Blue,Italy,3.0,0.0,4.0,4306,3
599,Kia,Soul EV,2017,Nickel-metal hydride,64.7,106,Ultra-Fast Charging (350 kW+),1.1,129580.29,Brown,Ireland,3.0,0.0,3.0,14055,3
600,GMC,Hummer EV Pickup,2023,Nickel-metal hydride,52.4,492,CCS,10.4,149310.85,Forest Green,Vietnam,5.0,0.0,5.0,16460,5
601,Porsche,Macan EV,2024,Flow batteries,102.5,217,CCS,2.0,34603.97,Metallic Silver,Sweden,4.0,,4.0,13346,5
602,Subaru,Solterra,2018,Sodium-ion,75.4,131,Vehicle-to-Grid (V2G),7.9,66514.8,Bronze,Argentina,2.0,0.0,3.0,5955,3
603,Tesla,Model S,2025,Lithium-titanate,61.8,246,Vehicle-to-Load (V2L),3.7,102782.62,Brown,Norway,3.0,0.0,3.0,447,5
604,Lamborghini,Revuelto (PHEV),2020,Sodium-ion,116.4,285,Overhead Pantograph Charging,3.2,63113.63,Matte Blue,India,,,5.0,3943,3
605,Jeep,Grand Cherokee 4xe (PHEV),2018,Lithium-titanate,78.0,150,DC Fast Charging (DCFC),11.3,104281.24,Magenta,New Zealand,1.0,0.0,3.0,6281,4
606,Lamborghini,Lanzador (upcoming EV),2023,Sodium-ion,136.3,329,CCS,11.0,38125.02,Tan,South Africa,4.0,0.0,4.0,4224,4
607,Chevrolet,Equinox EV,2015,Magnesium-ion,146.4,197,Plug-in Hydrogen Refueling,6.2,93896.38,Graphite Gray,China,4.0,0.0,4.0,19897,4
608,Rivian,R1T,2015,Nickel-metal hydride,94.3,403,Level 1 Charging,10.6,124877.63,Sunset Orange,Turkey,4.0,0.0,4.0,8798,5
609,Jaguar,I-PACE,2018,Lithium-ion,89.4,249,Level 2 Charging,7.9,143045.52,Bronze,Italy,0.0,0.0,3.0,17517,3
610,Tesla,Roadster (upcoming),2020,Flow batteries,98.7,288,Mobile Charging,1.5,114655.41,Matte Gray,Spain,3.0,0.0,3.0,341,4
611,Volvo,EX30,2017,Lithium-sulfur,146.3,375,CCS,8.8,112573.85,Ruby Red,Spain,5.0,0.0,4.0,7229,4
612,Toyota,bZ4X,2024,Flow batteries,125.0,485,Plug-in Hydrogen Refueling,2.3,57806.78,Volcanic Yellow,Vietnam,3.0,,3.0,5770,3
613,Ferrari,Roma PHEV,2017,Flow batteries,56.7,258,NACS,10.7,128099.9,Sky Blue,Ireland,1.0,,5.0,13189,3
614,Renault,5 E-Tech,2015,Zinc-air,33.0,296,Level 1 Charging,1.8,31626.25,Titanium,Japan,,0.0,5.0,19648,3
615,VinFast,VF 6,2016,Lead-acid,115.7,273,DC Fast Charging (DCFC),2.8,87651.05,Matte Green,Malaysia,2.0,0.0,3.0,17810,5
616,Toyota,Lexus UX 300e,2023,Solid-state,22.8,122,CCS,6.8,42307.93,Titanium,Indonesia,,0.0,,13996,4
617,Ford,E-Transit,2025,Lithium-sulfur,49.4,550,Plug-in Hydrogen Refueling,8.4,115782.14,Orange,Russia,0.0,0.0,4.0,11708,3
618,GMC,Hummer EV SUV,2016,Sodium-ion,140.0,570,DC Fast Charging (DCFC),10.8,102540.77,Midnight Black,Vietnam,4.0,,5.0,9881,5
619,Canoo,Pickup,2020,Aluminum-ion,33.5,569,Vehicle-to-Load (V2L),8.1,141945.82,Cobalt Blue,China,1.0,0.0,3.0,12799,4
620,Renault,Kangoo E-Tech,2016,Solid-state,95.1,591,Battery Swapping,2.2,68766.41,Gray,Norway,2.0,0.0,5.0,13564,5
621,VinFast,VF 8,2017,Magnesium-ion,142.7,571,Ultra-Fast Charging (350 kW+),4.9,95920.71,Matte White,Saudi Arabia,4.0,0.0,5.0,13822,5
622,Ferrari,Ferrari EV (2025+),2018,Lithium-titanate,31.3,285,Level 1 Charging,2.8,132071.41,Turquoise,United Arab Emirates,1.0,0.0,,11447,4
623,Opel,Corsa-e,2019,Nickel-manganese-cobalt,38.7,536,Vehicle-to-Grid (V2G),3.3,129338.62,Blue,Italy,,0.0,5.0,863,5
624,Zeekr,Zeekr 009,2015,Lithium-titanate,33.8,397,DC Fast Charging (DCFC),6.0,101271.08,Pearl White,Germany,,,3.0,18650,4
625,Ford,F-150 Lightning,2022,Lithium-titanate,38.2,370,Solar Charging,5.9,116706.89,Candy Apple Red,USA,1.0,,5.0,5687,5
626,Mercedes-Benz,EQC,2021,Calcium-ion,75.1,585,Vehicle-to-Home (V2H),6.9,129542.19,Matte Green,Turkey,1.0,0.0,3.0,17088,4
627,Volkswagen,ID.Buzz,2018,Nickel-cobalt-aluminum,100.5,212,Plug-in Hydrogen Refueling,2.6,119519.49,Matte Gray,Ireland,5.0,0.0,5.0,13274,4
628,Mercedes-Benz,EQC,2020,Flow batteries,75.1,238,CCS,1.7,73524.2,Navy Blue,Mexico,,0.0,3.0,6943,5
629,Tesla,Model X,2018,Lead-acid,46.2,575,Level 2 Charging,3.3,40204.72,Matte Green,Singapore,,0.0,3.0,10308,3
630,Subaru,Solterra,2020,Magnesium-ion,56.7,303,Inductive (Wireless) Charging,4.1,76876.96,Teal,Italy,0.0,0.0,5.0,3309,5
631,Faraday Future,FF 91,2015,Zinc-air,123.5,344,Level 2 Charging,3.8,48184.54,Sunset Orange,UK,0.0,0.0,3.0,4615,5
632,Mercedes-Benz,EQE SUV,2022,Magnesium-ion,37.1,248,Overhead Pantograph Charging,7.7,142816.94,Silver,India,4.0,0.0,5.0,16302,3
633,Faraday Future,FF 91,2017,Magnesium-ion,133.2,380,DC Fast Charging (DCFC),6.2,84576.94,Pearl White,Czech Republic,2.0,0.0,3.0,5871,5
634,Opel,Mokka-e,2019,Nickel-manganese-cobalt,147.2,490,Vehicle-to-Home (V2H),8.0,46853.67,Orange,Singapore,2.0,0.0,5.0,4226,4
635,BYD,Atto 3,2024,Sodium-ion,68.6,449,Vehicle-to-Grid (V2G),6.3,61539.29,Sky Blue,Japan,5.0,,5.0,18376,3
636,Ford,Mustang Mach-E,2019,Nickel-cobalt-aluminum,40.6,304,DC Fast Charging (DCFC),3.1,134899.07,Lime Green,UK,3.0,0.0,4.0,3575,3
637,Porsche,Taycan,2021,Magnesium-ion,76.3,305,Mobile Charging,1.2,71090.83,Gun Metal,Russia,5.0,0.0,3.0,17861,3
638,Great Wall Motors,ORA Good Cat,2025,Lithium-iron phosphate,61.6,116,Plug-in Hydrogen Refueling,1.2,127024.03,Burgundy,Vietnam,1.0,,5.0,13858,4
639,Honda,Honda e (discontinued),2017,Solid-state,38.4,240,Plug-in Hydrogen Refueling,1.4,134853.11,Candy Apple Red,Indonesia,5.0,0.0,3.0,3029,4
640,Pininfarina,Battista,2017,Lithium-iron phosphate,65.4,314,Vehicle-to-Load (V2L),6.0,112659.66,Pearl White,Vietnam,5.0,0.0,5.0,19566,3
641,Audi,A6 e-tron (upcoming),2024,Nickel-metal hydride,62.1,521,Mobile Charging,0.7,137580.13,Charcoal,Russia,0.0,0.0,4.0,17062,5
642,Tesla,Model Y,2017,Flow batteries,78.4,596,CCS,0.9,119484.9,Metallic Silver,Indonesia,1.0,0.0,3.0,6263,5
643,Ferrari,SF90 Stradale (PHEV),2020,Calcium-ion,67.3,254,Solar Charging,6.3,134130.98,Ice Silver,Russia,3.0,0.0,5.0,13954,5
644,Citroen,ë-Spacetourer,2016,Aluminum-ion,42.9,319,Overhead Pantograph Charging,2.5,101387.02,Matte White,Vietnam,5.0,0.0,4.0,3251,3
645,Faraday Future,FF 91,2016,Flow batteries,22.1,577,Vehicle-to-Grid (V2G),1.7,119993.24,Sapphire Blue,Saudi Arabia,,0.0,3.0,9499,4
646,Rivian,R1T,2022,Lead-acid,69.5,200,Vehicle-to-Load (V2L),11.4,72073.64,Burgundy,Australia,5.0,0.0,3.0,12276,3
647,MG,MG5 EV,2019,Aluminum-ion,105.6,257,Vehicle-to-Grid (V2G),8.2,30498.91,Tan,Japan,,,5.0,19659,4
648,Pininfarina,Battista,2024,Nickel-cobalt-aluminum,51.4,598,Plug-in Hydrogen Refueling,2.7,107332.12,Titanium,South Korea,4.0,0.0,4.0,5692,4
649,Rimac,Nevera,2021,Lithium-iron phosphate,32.9,510,CHAdeMO,6.3,105772.93,Burgundy,Thailand,5.0,0.0,3.0,10564,3
650,Hyundai,Kona Electric,2015,Nickel-cobalt-aluminum,21.5,494,CHAdeMO,0.8,114909.11,Green,Singapore,5.0,0.0,5.0,11734,3
651,Polestar,Polestar 3,2019,Lithium-iron phosphate,89.6,225,Plug-in Hydrogen Refueling,9.4,109110.92,Bronze,UK,5.0,,3.0,3635,4
652,Cadillac,Lyriq,2016,Nickel-metal hydride,56.7,558,NACS,1.6,89309.41,Turquoise,Switzerland,3.0,0.0,4.0,2500,3
653,Skoda,Enyaq Coupe,2021,Aluminum-ion,60.8,565,Vehicle-to-Home (V2H),9.8,51576.77,White,Norway,5.0,0.0,,11233,4
654,Great Wall Motors,ORA Ballet Cat,2024,Lead-acid,20.7,367,Battery Swapping,11.2,53141.43,Black,Saudi Arabia,,0.0,4.0,3761,3
655,Nissan,Ariya,2017,Lithium-iron phosphate,30.8,454,CHAdeMO,3.6,87788.98,Green,Brazil,5.0,0.0,4.0,14288,5
656,XPeng,G6,2019,Nickel-metal hydride,45.7,533,Battery Swapping,11.6,42347.35,Burgundy,Israel,1.0,0.0,4.0,13885,5
657,Peugeot,e-3008,2020,Zinc-air,34.0,296,Vehicle-to-Grid (V2G),2.8,72349.86,Emerald Green,China,0.0,0.0,4.0,9616,5
658,Canoo,MPDV,2023,Sodium-ion,71.8,158,NACS,9.8,81526.42,Midnight Black,Brazil,1.0,0.0,4.0,4007,3
659,Rimac,Nevera,2020,Lithium-iron phosphate,80.5,507,Mobile Charging,10.8,97396.87,Beige,Czech Republic,4.0,0.0,5.0,19919,5
660,Audi,A6 e-tron (upcoming),2025,Nickel-cobalt-aluminum,108.7,322,Mobile Charging,9.9,53778.05,Blue,Russia,2.0,0.0,3.0,19707,4
661,Jeep,Recon (upcoming),2018,Zinc-air,22.8,109,Level 1 Charging,11.0,64123.9,Titanium,Thailand,,0.0,4.0,533,3
662,Great Wall Motors,ORA Good Cat,2021,Lithium-titanate,59.1,262,Overhead Pantograph Charging,5.1,96774.02,Purple,Russia,3.0,0.0,4.0,3978,4
663,GMC,Hummer EV Pickup,2015,Lithium-iron phosphate,26.2,105,CHAdeMO,1.7,68743.08,Ice Silver,Vietnam,0.0,,4.0,17614,3
664,Seat,Avenger,2019,Aluminum-ion,122.0,156,Level 2 Charging,11.4,39005.06,Pink,Finland,3.0,0.0,3.0,19118,4
665,Jaguar,I-PACE,2020,Calcium-ion,39.2,399,Vehicle-to-Grid (V2G),7.8,110188.23,Matte Black,South Africa,3.0,0.0,4.0,15817,3
666,Hyundai,Ioniq 6,2019,Lithium-titanate,30.8,385,Ultra-Fast Charging (350 kW+),8.1,118232.19,Electric Blue,China,,0.0,5.0,7082,4  
667,Canoo,Pickup,2018,Nickel-manganese-cobalt,33.6,206,Mobile Charging,9.2,67419.05,Sunset Orange,Sweden,0.0,0.0,4.0,12634,4
668,GMC,Hummer EV Pickup,2021,Lithium-iron phosphate,28.9,316,NACS,8.4,144179.35,Matte Green,France,,0.0,3.0,543,4
669,Porsche,Panamera EV,2015,Nickel-manganese-cobalt,106.0,331,Overhead Pantograph Charging,3.6,141231.33,Green,Brazil,1.0,0.0,4.0,1741,4
670,Toyota,Lexus RZ,2016,Lithium-ion,104.3,474,Vehicle-to-Grid (V2G),2.7,52733.96,Midnight Black,Ireland,4.0,0.0,5.0,1634,5
671,Polestar,Polestar 2,2018,Solid-state,26.9,118,Battery Swapping,3.2,93855.81,Bronze,Austria,5.0,0.0,3.0,7205,5
672,Canoo,MPDV,2019,Nickel-manganese-cobalt,46.7,502,Inductive (Wireless) Charging,4.5,64559.11,Gun Metal,Czech Republic,0.0,,5.0,15622,5
673,Subaru,Solterra,2017,Sodium-ion,108.6,185,NACS,4.3,84625.96,White,New Zealand,0.0,,3.0,5594,5
674,Citroen,ë-C4,2024,Sodium-ion,146.0,398,Level 1 Charging,6.1,59701.25,Orange,Japan,4.0,0.0,3.0,17212,5
675,Mercedes-Benz,EQE,2016,Solid-state,59.6,476,Mobile Charging,5.7,118177.8,Matte White,Spain,2.0,0.0,,11554,4
676,Dacia,Bigster EV (upcoming),2023,Magnesium-ion,106.3,542,Vehicle-to-Load (V2L),1.8,112294.1,Volcanic Yellow,Germany,,0.0,3.0,11704,4
677,Nissan,Leaf,2024,Lithium-titanate,110.5,320,Overhead Pantograph Charging,2.9,40712.88,Beige,France,5.0,0.0,4.0,17265,3
678,Honda,Honda e (discontinued),2020,Aluminum-ion,63.1,401,Vehicle-to-Grid (V2G),11.4,63149.66,Metallic Silver,Japan,5.0,0.0,4.0,14910,5
679,VinFast,VF 8,2019,Solid-state,146.0,355,CHAdeMO,5.9,48027.33,Copper,Finland,1.0,0.0,4.0,510,4
680,Chevrolet,Bolt EUV,2019,Calcium-ion,97.1,127,Vehicle-to-Load (V2L),4.0,81638.74,Lime Green,USA,,,5.0,18374,3
681,Hyundai,Ioniq 6,2017,Lithium-titanate,45.6,399,DC Fast Charging (DCFC),3.8,33856.4,Teal,Belgium,5.0,0.0,3.0,8560,4
682,Cadillac,Celestiq,2017,Zinc-air,76.7,548,Mobile Charging,9.8,46701.16,Navy Blue,Denmark,3.0,0.0,3.0,9743,5
683,Acura,ZDX (with GM Ultium),2023,Nickel-metal hydride,68.9,548,Vehicle-to-Grid (V2G),1.6,93188.57,Ice Silver,Hungary,5.0,0.0,4.0,15287,4
684,Li Auto,MEGA,2015,Aluminum-ion,92.7,590,Vehicle-to-Grid (V2G),1.5,46870.27,Magenta,Belgium,2.0,,5.0,9612,3
685,Citroen,ë-Spacetourer,2017,Nickel-cobalt-aluminum,107.1,336,Vehicle-to-Home (V2H),10.2,40159.09,Bronze,France,0.0,0.0,5.0,10856,3
686,Jaguar,I-PACE,2018,Lead-acid,38.7,479,Vehicle-to-Load (V2L),2.1,137406.28,Emerald Green,Sweden,2.0,0.0,4.0,6576,3
687,Audi,e-tron,2017,Zinc-air,134.4,366,CCS,3.3,42432.84,Black,Turkey,0.0,0.0,4.0,6030,3
688,Maserati,GranTurismo Folgore,2024,Flow batteries,77.1,436,CCS,5.5,106343.66,Midnight Black,Sweden,5.0,0.0,5.0,17913,3
689,Great Wall Motors,ORA Lightning Cat,2019,Lithium-sulfur,106.8,591,Vehicle-to-Load (V2L),4.7,63021.76,Beige,France,3.0,,3.0,18488,4
690,Tesla,Cybertruck,2019,Lithium-ion,103.9,557,Vehicle-to-Home (V2H),1.0,138847.01,Gray,Australia,3.0,0.0,4.0,16404,5
691,Rivian,R1S,2023,Nickel-cobalt-aluminum,86.7,189,CHAdeMO,4.5,116305.09,Pink,Australia,1.0,0.0,4.0,12908,3
692,Genesis,G80 Electric,2021,Nickel-manganese-cobalt,98.8,192,Battery Swapping,2.0,68889.19,Matte Blue,Brazil,3.0,,,5215,3
693,Kia,Soul EV,2022,Aluminum-ion,108.3,265,Ultra-Fast Charging (350 kW+),11.8,127026.66,Volcanic Yellow,Belgium,,0.0,4.0,13764,3
694,BMW,iX1,2019,Solid-state,24.9,483,DC Fast Charging (DCFC),5.6,74918.65,Emerald Green,Germany,2.0,,3.0,18801,5
695,Lucid Motors,Lucid Air,2019,Nickel-manganese-cobalt,76.9,246,Ultra-Fast Charging (350 kW+),2.8,49450.75,Platinum,South Africa,1.0,,,3152,3
